Estado;Periodo de Cierre;Codigo de Contrato;Monto;Monto Solarizado;Monto Desembolsado;Monto Desembolsado Solarizado;Comision;Comision Solarizada;Plazo;Moneda;Tasa de Interes;Esquema;Riesgo;Provincia Propiedad;Distrito Propiedad;Tipo de Propiedad;Valuacion Propiedad;Valuacion en Soles;Total Ganado Esperado;Total Ganado;Numero de Reservaciones;Ratio (%);LTV;Safety Buffer;Fecha de Creacion;Fecha de Cierre;Dias de Cierre;Etapa del Negocio;Canal;Tipo de Fondo;Es Fast Track;Tipo de Cambio Contable;Flag Contrato Cerrado;Ratio Comision/Monto;Flag Alta Demanda;Ano;¿Aplica propuesta?;Marca_15_Mayo_Creacion;Marca_15_Mayo_Cierre;COMISION SD. NO FT PCT IDEAL;COMISION SD. NO FT PCT MIN;COMISION SD. NO FT MONTO IDEAL;COMISION SD. NO FT MONTO MIN;COMISION CD. NO FT MONTO IDEAL;COMISION CD. NO FT MONTO MIN;COMISION SD. SI FT PCT IDEAL;COMISION SD. SI FT PCT MIN;COMISION SD. SI FT MONTO IDEAL;COMISION SD. SI FT MONTO MIN;COMISION CD. SI FT MONTO IDEAL;COMISION CD. SI FT MONTO MIN;Es Caso en Seguimiento;Ratio_Comision_Real_Ideal;Dominios_Matematicos;Dominio_Final;Marca_25_abril_Creacion;Marca_25_abril_Cierre;AJUSTADA COMISION SD. NO FT MONTO IDEAL;Comision Final;Condicion Fuerte es Caso en Seguimiento
CONTRATO CERRADO / DESEMBOLSO;202601;P04640;25000,0;25000,0;27240,0;27240,0;2240,0;2240,0;48;PEN;3,2;Cuota Fija;Medio;SANTA;CHIMBOTE;;48357,0;;27240,0;27240,0;;0,152246;0,152246;0,847754;2025-10-15 17:27:12;2026-01-22 22:41:21;99;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;True;3,457;SI;0,0896;;2026;False;No;No;0,3;0,27999999999999997;7500,0;6999,999999999999;8250,0;7750,0;0,33;0,31;8250,0;7750,0;9000,0;8500,0;False;0,2986666666666667;Fuera de Rango;Fuera de Rango (FT);No;No;6750,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04607;40000,0;40000,0;52000,0;52000,0;12000,0;12000,0;72;PEN;1,6;Cuota Fija;Alto;LIMA;CARABAYLLO;terreno;84638,0;;52000,0;52000,0;;0,166049;0,166049;0,833951;2025-10-28 23:42:59;2026-01-14 23:08:35;77;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,506;SI;0,3;;2026;True;No;No;0,30999999999999994;0,275;12399,999999999998;11000,0;13000,0;11600,0;0,34;0,305;13600,000000000002;12200,0;14200,0;12800,0;True;0,9677419354838711;D1, D2;D1 o D2 (Solapado - Verificar Descuento);No;No;11159,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04617;150000,0;150000,0;152835,0;152835,0;2835,0;2835,0;72;PEN;2,23;Cuota Fija;Bajo Medio;LIMA;LA MOLINA;terreno;271037,0;;152835,0;152835,0;;0,152403;0,152403;0,8475969999999999;2025-10-31 22:51:35;2026-01-13 20:24:46;73;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;True;3,414;SI;0,0189;;2026;False;No;No;0,14;0,10500000000000001;21000,000000000004;15750,000000000002;29250,0;23250,0;0,145;0,11;21750,0;16500,0;30000,0;24000,0;False;0,13499999999999998;Fuera de Rango;Fuera de Rango (FT);No;No;18900,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04622;170000,0;170000,0;172924,0;172924,0;2924,0;2924,0;60;PEN;2,48;Cuota Fija;Moderado;LIMA;SAN MARTIN DE PORRES;;129805,0;;172924,0;172924,0;;0,360049;0,360049;0,6399509999999999;2025-11-06 00:05:40;2026-01-14 13:22:36;69;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,414;SI;0,0172;;2026;False;No;No;0,125;0,095;21250,0;16150,0;24650,0;18700,00000000003;0,13;0,1;22100,0;17000,0;25499,99999999997;19550,0;False;0,1376;Fuera de Rango;Fuera de Rango (No FT);No;No;19125,0;;False
CONTRATO CERRADO / DESEMBOLSO;202604;P04898;378000,0;378000,0;385472,0;385472,0;7472,0;7472,0;120;PEN;1,25;Cuota Fija;Moderado;AREQUIPA;CAYMA;;266317,0;;385472,0;385472,0;;0,391194;0,391194;0,608806;2025-11-17 20:41:58;2026-04-15 19:37:16;148;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,346;SI;0,0197671957671957;;2026;False;No;No;0,085;0,065;32130,000000000004;24570,0;41580,00000000006;32130,0;0,09;0,07;34020,0;26460,000000000004;43470,0;35910,0;False;0,23255524431995017;Fuera de Rango;Fuera de Rango (No FT);No;No;28917,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04639;100000,0;100000,0;102600,0;102600,0;2600,0;2600,0;72;PEN;1,53;Cuota Fija;Moderado;LIMA;MIRAFLORES;departamento;317022,0;;102600,0;102600,0;;0,087469;0,087469;0,912531;2025-11-24 15:16:45;2026-01-22 22:45:01;59;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;True;3,457;SI;0,026;;2026;False;No;No;0,16;0,12;16000,0;12000,0;18000,0;13500,0;0,17;0,13;17000,0;13000,0;19000,0;14500,0;False;0,1625;Fuera de Rango;Fuera de Rango (FT);No;No;14400,0;;False
CONTRATO CERRADO / DESEMBOLSO;202606;P05139;290000,0;290000,0;291972,0;291972,0;1972,0;1972,0;60;USD;1,5;Cuota Fija;Moderado;LIMA;LURIGANCHO;;711789,0;;291972,0;291972,0;;0,410195;0,410195;0,589805;2025-11-27 14:36:56;2026-06-27 00:55:59;211;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;1,0;SI;0,0068;;2026;False;No;Sí;0,07;0,05500000000000001;20300,000000000004;15950,000000000002;24650,0;18850,0;0,075;0,06;21750,0;17400,0;26100,0;20300,0;False;0,09714285714285713;Fuera de Rango;Fuera de Rango (No FT);No;Sí;18270,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04677;331023,41000000003;331023,41000000003;334730,88;334730,88;3707,47;3707,47;72;PEN;2,16;Cuota Fija;Bajo Medio;LIMA;SAN JUAN DE LURIGANCHO;;235530,0;;334730,88;334730,88;;0,384103;0,384103;0,6158969999999999;2025-12-03 20:55:49;2026-01-30 22:36:47;58;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,414;SI;0,0112000235874556;;2026;False;No;No;0,09;0,07;29792,106900000002;23171,638700000003;46343,27740000002;38067,69215000002;0,095;0,075;31447,223950000003;24826,75575;47998,39445000002;39722,80920000002;False;0,1244447065272849;Fuera de Rango;Fuera de Rango (No FT);No;No;26812,896210000003;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04586;70000,0;70000,0;85400,0;85400,0;15400,0;15400,0;48;PEN;2,16;Cuota Fija;Alto;SANTA;CHIMBOTE;;183355,0;;85400,0;85400,0;;0,125882;0,125882;0,874118;2025-12-03 21:10:30;2026-01-06 13:24:50;33;CONTRATO CERRADO / DESEMBOLSO;Presencial;Inversionista P2P;True;3,414;SI;0,22;;2026;False;No;No;0,23499999999999996;0,21000000000000002;16449,999999999996;14700,000000000002;17500,0;15400,0;0,255;0,225;17850,0;15750,0;18900,0;16800,0;False;0,9361702127659577;D1, D2;Fuera de Rango (FT);No;No;14804,999999999996;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04592;180000,0;180000,0;194400,0;194400,0;14400,0;14400,0;48;PEN;1,4;Cuota Fija;Moderado;LIMA;SURCO;departamento;487218,0;;194400,0;194400,0;;0,107838;0,107838;0,892162;2025-12-12 21:49:11;2026-01-08 22:36:50;27;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,414;SI;0,08;;2026;True;No;No;0,12;0,09;21600,0;16200,0;25200,00000000003;18900,0;0,125;0,095;22500,0;17100,0;26100,0;19800,00000000003;True;0,6666666666666666;Fuera de Rango;Fuera de Rango (FT);No;No;19440,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04608;30000,0;30000,0;38550,0;38550,0;8550,0;8550,0;60;PEN;2,09;Cuota Fija;Medio;TRUJILLO;VICTOR LARCO HERRERA;casa;59552,0;;38550,0;38550,0;;0,174955;0,174955;0,825045;2025-12-16 21:52:38;2026-01-14 21:36:54;28;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,414;SI;0,285;;2026;True;No;No;0,315;0,27999999999999997;9450,0;8400,0;10500,0;9450,0;0,35000000000000003;0,31;10500,000000000002;9300,0;11550,0;10350,0;True;0,9047619047619048;D1;D1;No;No;8505,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04627;400000,0;400000,0;418000,0;418000,0;18000,0;18000,0;72;PEN;1,59;Cuota Fija;Bajo Medio;LIMA;SAN MIGUEL;casa;416484,0;;418000,0;418000,0;;0,271254;0,271254;0,728746;2025-12-17 19:52:17;2026-01-20 20:02:51;34;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,414;SI;0,045;;2026;True;No;No;0,07;0,05500000000000001;28000,000000000004;22000,000000000004;46000,0;40000,00000000006;0,075;0,06;30000,0;24000,0;48000,00000000006;42000,0;True;0,6428571428571428;Fuera de Rango;Fuera de Rango (No FT);No;No;25200,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04715;55000,0;55000,0;57376,0;57376,0;2376,0;2376,0;60;PEN;3,0;Cuota Fija;Alto;CAÑETE;CAÑETE;;108171,0;;57376,0;57376,0;;0,143356;0,143356;0,856644;2025-12-23 22:41:09;2026-02-13 23:17:36;52;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0432;;2026;False;No;No;0,275;0,24500000000000002;15125,000000000002;13475,000000000002;15950,0;14300,0;0,3;0,27;16500,0;14850,000000000002;17325,0;15675,000000000015;False;0,15709090909090906;Fuera de Rango;Fuera de Rango (No FT);No;No;13612,500000000002;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04611;78000,0;78000,0;95160,0;95160,0;17160,0;17160,0;72;PEN;1,71;Cuota Fija;Moderado Medio;LIMA;SAN JUAN DE MIRAFLORES;casa;111159,0;;95160,0;95160,0;;0,231371;0,231371;0,768629;2025-12-22 16:22:20;2026-01-15 23:28:36;24;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,414;SI;0,22;;2026;True;No;No;0,21999999999999997;0,195;17159,999999999996;15210,0;19889,999999999985;17940,0;0,23500000000000001;0,21;18330,0;16380,0;21450,0;19110,000000000015;True;1,0000000000000002;D1, D3;Fuera de Rango (No FT);No;No;15443,999999999996;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04753;150000,0;150000,0;152025,0;152025,0;2025,0;2025,0;72;PEN;2,9;Cuota Fija;Moderado Medio;SANTA;CHIMBOTE;;156291,0;;152025,0;152025,0;;0,262893;0,262893;0,737107;2025-12-24 15:07:35;2026-02-25 22:22:35;63;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,414;SI;0,0135;;2026;False;No;No;0,14;0,10500000000000001;21000,000000000004;15750,000000000002;27750,0;21750,0;0,145;0,11;21750,0;16500,0;28500,0;22500,0;False;0,0964285714285714;Fuera de Rango;Fuera de Rango (No FT);No;No;18900,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04635;70000,0;70000,0;83300,0;83300,0;13300,0;13300,0;72;PEN;1,38;Cuota Fija;Medio;LIMA;JESUS MARIA;departamento;73358,0;248243,472;83300,0;83300,0;;0,306899;0,306899;0,693101;2025-12-26 16:20:31;2026-01-24 19:45:59;29;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,19;;2026;True;No;No;0,225;0,2;15750,0;14000,0;17849,999999999985;15750,0;0,245;0,215;17150,0;15050,0;19250,0;16800,0;True;0,8444444444444444;Fuera de Rango;Fuera de Rango (No FT);No;No;14175,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04659;60000,0;60000,0;77100,0;77100,0;17100,0;17100,0;48;PEN;1,65;Cuota Fija;Moderado Medio;LIMA;SAN MARTIN DE PORRES;casa;117174,0;;77100,0;77100,0;;0,177837;0,177837;0,822163;2025-12-30 16:33:11;2026-01-30 22:55:27;31;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,285;;2026;True;No;No;0,25;0,225;15000,0;13500,0;16800,0;15000,0;0,27;0,24;16200,000000000002;14400,0;18000,0;15900,000000000015;True;1,14;D4;Fuera de Rango (No FT);No;No;13500,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04695;65000,0;65000,0;66514,5;66514,5;1514,5;1514,5;48;PEN;3,22;Cuota Fija;Moderado Medio;TRUJILLO;TRUJILLO;;60580,0;;66514,5;66514,5;;0,296746;0,296746;0,703254;2025-12-30 13:56:05;2026-02-06 21:25:43;38;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0233;;2026;False;No;No;0,22999999999999998;0,205;14949,999999999998;13325,0;17225,000000000015;15275,0;0,25;0,225;16250,0;14625,0;18525,000000000015;16575,0;False;0,10130434782608697;Fuera de Rango;Fuera de Rango (No FT);No;No;13454,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202605;P04984;150000,0;150000,0;152025,0;152025,0;2025,0;2025,0;72;PEN;2,8;Cuota Fija;Medio;SANTA;NUEVO CHIMBOTE;;266287,0;;152025,0;152025,0;;0,154299;0,154299;0,845701;2026-01-05 00:26:36;2026-05-15 23:20:50;130;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0135;;2026;False;No;Sí;0,15;0,11499999999999999;22500,0;17250,0;27750,0;21750,0;0,155;0,12;23250,0;18000,0;28500,0;23250,0;False;0,09;Fuera de Rango;Fuera de Rango (No FT);No;Sí;20250,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04625;50000,0;50000,0;52355,0;52355,0;2355,0;2355,0;72;PEN;2,7;Cuota Fija;Moderado Medio;LIMA;SANTIAGO DE SURCO;departamento;91165,0;;52355,0;52355,0;;0,155213;0,155213;0,844787;2025-12-31 16:45:31;2026-01-16 22:25:17;16;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;True;3,384;SI;0,0471;;2026;False;No;No;0,255;0,225;12750,0;11250,0;14500,0;13000,0;0,28;0,25;14000,000000000002;12500,0;16000,0;14250,000000000007;False;0,18470588235294116;Fuera de Rango;Fuera de Rango (FT);No;No;11475,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04628;30000,0;30000,0;39150,0;39150,0;9150,0;9150,0;36;PEN;1,41;Cuota Fija;Moderado Medio;LIMA;SAN JUAN DE LURIGANCHO;departamento;54821,0;;39150,0;39150,0;;0,193011;0,193011;0,806989;2025-12-31 17:47:34;2026-01-20 23:20:18;20;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,305;;2026;True;No;No;0,30999999999999994;0,275;9299,999999999998;8250,0;10050,0;8850,0;0,335;0,295;10050,0;8850,0;10799,999999999993;9450,0;True;0,9838709677419357;D1, D2, D3;D1 o D2 (Solapado - Verificar Descuento);No;No;8369,999999999998;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04637;203000,0;203000,0;206085,6;206085,6;3085,6;3085,6;72;PEN;1,8;Cuota Fija;Bajo Medio;LIMA;SURQUILLO;departamento;120936,0;;206085,6;206085,6;;0,460564;0,460564;0,539436;2026-01-06 19:10:47;2026-01-20 22:22:39;14;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,0152;;2026;False;No;No;0,095;0,06999999999999999;19285,0;14209,999999999998;29435,0;23345,0;0,1;0,075;20300,0;15225,0;30449,99999999997;24360,00000000003;False;0,16;Fuera de Rango;Fuera de Rango (No FT);No;No;17356,5;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04688;30000,0;30000,0;38850,0;38850,0;8850,0;8850,0;24;PEN;1,33;Cuota Fija;Moderado;LIMA;CERCADO DE LIMA;casa;275330,0;;38850,0;38850,0;;0,038136;0,038136;0,961864;2026-01-06 17:00:23;2026-02-05 20:54:25;30;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,295;;2026;True;No;No;0,295;0,265;8850,0;7950,0;9150,0;8250,0;0,315;0,28;9450,0;8400,0;9750,0;8700,0;True;1,0;D1, D2, D3, D4;D3 o D4 (Solapado - Verificar Descuento);No;No;7965,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04734;160000,0;160000,0;161968,0;161968,0;1968,0;1968,0;60;PEN;2,9;Cuota Fija;Moderado;TRUJILLO;MOCHE;;143472,0;;161968,0;161968,0;;0,305113;0,305113;0,694887;2026-01-07 00:49:54;2026-02-16 23:33:19;40;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0123;;2026;False;No;No;0,135;0,10500000000000001;21600,0;16800,0;24800,0;20000,0;0,14;0,11;22400,000000000004;17600,0;25600,0;20799,99999999997;False;0,09111111111111111;Fuera de Rango;Fuera de Rango (No FT);No;No;19440,0;;False
CONTRATO CERRADO / DESEMBOLSO;202605;P04957;120000,0;120000,0;139800,0;139800,0;19800,0;19800,0;72;PEN;2,0;Cuota Fija;Alto;TRUJILLO;LA ESPERANZA;casa;147549,0;;139800,0;139800,0;;0,256076;0,256076;0,743924;2026-01-08 19:19:24;2026-05-08 14:43:00;119;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,165;;2026;True;No;No;0,175;0,135;21000,0;16200,000000000002;22800,0;18000,0;0,185;0,14;22200,0;16800,0;24000,0;18600,0;True;0,9428571428571428;D1, D2, D3, D4;D1 o D2 (Solapado - Verificar Descuento);No;Sí;18900,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04745;294487,11000000004;294487,11000000004;300141,27;300141,27;5654,16;5654,16;72;PEN;2,11;Cuota Fija;Moderado Medio;LIMA;SAN JUAN DE LURIGANCHO;;229218,0;;300141,27;300141,27;;0,353896;0,353896;0,646104;2026-01-08 15:31:43;2026-02-28 13:57:31;50;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,0192000254272589;;2026;False;No;No;0,1;0,075;29448,711000000007;22086,533250000004;39755,75985000003;32393,582100000058;0,105;0,08;30921,146550000005;23558,968800000002;41228,195400000026;33866,017649999994;False;0,19200025427258935;Fuera de Rango;Fuera de Rango (No FT);No;No;26503,839900000006;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04711;200000,0;200000,0;202280,0;202280,0;2280,0;2280,0;60;PEN;2,91;Cuota Fija;Moderado;PACASMAYO;GUADALUPE;;184035,0;;202280,0;202280,0;;0,297065;0,297065;0,702935;2026-01-13 03:35:41;2026-02-12 23:13:15;30;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0114;;2026;False;No;No;0,11000000000000001;0,08499999999999999;22000,000000000004;17000,0;25999,99999999997;20000,00000000003;0,115;0,09;23000,0;18000,0;27000,0;21000,0;False;0,10363636363636362;Fuera de Rango;Fuera de Rango (No FT);No;No;19800,000000000004;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04679;125000,0;125000,0;127712,5;127712,5;2712,5;2712,5;72;PEN;2,02;Cuota Fija;Moderado Medio;LIMA;MAGDALENA DEL MAR;departamento;77740,0;;127712,5;127712,5;;0,444004;0,444004;0,5559959999999999;2026-01-16 16:44:36;2026-01-30 23:31:27;14;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,0217;;2026;False;No;No;0,15;0,11499999999999999;18750,0;14374,999999999998;23125,0;18750,0;0,155;0,12;19375,0;15000,0;23750,0;19375,0;False;0,14466666666666667;Fuera de Rango;Fuera de Rango (No FT);No;No;16875,0;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04676;232951,09;232951,09;236165,82;236165,82;3214,73;3214,73;72;PEN;2,24;Cuota Fija;Moderado;LIMA;SANTIAGO DE SURCO;;216546,0;;236165,82;236165,82;;0,294758;0,294758;0,7052419999999999;2026-01-15 15:38:34;2026-01-29 23:28:50;14;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;False;3,384;SI;0,0138000212834376;;2026;False;No;No;0,09;0,06999999999999999;20965,5981;16306,576299999999;24459,864449999994;19800,842650000006;0,095;0,075;22130,35355;17471,331749999998;25624,61990000002;20965,598100000032;False;0,15333356981597393;Fuera de Rango;Fuera de Rango (No FT);No;No;18869,03829;;False
CONTRATO CERRADO / DESEMBOLSO;202601;P04648;87740,53;87740,53;103972,53;103972,53;16232,0;16232,0;36;PEN;1,56;Cuota Fija;Bajo Medio;LIMA;ATE;;285654,0;;103972,53;103972,53;;0,098373;0,098373;0,901627;2026-01-14 22:02:21;2026-01-27 21:15:52;12;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,1850000222246207;;2026;True;No;No;0,19;0,16499999999999998;16670,7007;14477,187449999998;19302,916599999997;16670,7007;0,2;0,17500000000000002;17548,106;15354,592750000002;20180,321899999995;17548,106;True;0,9736843274980037;D1, D3;D3;No;No;15003,630630000001;;False
CONTRATO CERRADO / DESEMBOLSO;202603;P04870;40000,0;40000,0;41392,0;41392,0;1392,0;1392,0;48;PEN;3,56;Cuota Fija;Alto;TRUJILLO;TRUJILLO;;81112,0;;41392,0;41392,0;;0,137921;0,137921;0,862079;2026-01-22 14:28:40;2026-03-31 21:53:00;68;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,384;SI;0,0348;;2026;False;No;No;0,275;0,24500000000000002;11000,0;9800,000000000002;11600,0;10400,0;0,3;0,27;12000,0;10800,0;12600,0;11400,000000000007;False;0,12654545454545454;Fuera de Rango;Fuera de Rango (No FT);No;No;9900,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04759;28823,24;97537,84416;33723,2;114119,30879999998;4899,96;16581,46464;12;USD;1,75;Cuota Fija;Moderado Medio;LIMA;SAN BORJA;;147230,0;;33723,2;33723,2;;0,229051;0,229051;0,770949;2026-01-20 21:25:58;2026-02-25 14:26:19;35;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,1700003191868783;;2026;True;No;No;0,16999999999999998;0,13;4899,9508;3747,0212;5188,183199999996;4035,2536000000073;0,18;0,14;5188,1832;4035,2536000000005;5476,415599999997;4323,486000000001;True;1,000001877569873;D1, D2, D3, D4;D3 o D4 (Solapado - Verificar Descuento);No;No;4409,95572;;False
CONTRATO CERRADO / DESEMBOLSO;202603;P04813;78648,8;78648,8;81141,97;81141,97;2493,17;2493,17;36;PEN;2,2;Cuota Fija;Medio;LIMA;SANTIAGO DE SURCO;;169818,0;;81141,97;81141,97;;0,12914;0,12914;0,87086;2026-01-23 19:03:58;2026-03-16 22:48:18;52;CONTRATO CERRADO / DESEMBOLSO;Digital;Fondos privados;True;3,384;SI;0,0317000386528465;;2026;False;No;No;0,205;0,18;16123,003999999999;14156,784;17695,98000000001;15336,516000000003;0,215;0,19;16909,492000000002;14943,272;18482,468000000008;16123,004;False;0,15463433489193454;Fuera de Rango;Fuera de Rango (FT);No;No;14510,703599999999;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04706;15000,0;15000,0;20850,0;20850,0;5850,0;5850,0;24;PEN;1,26;Cuota Fija;Moderado;LIMA;SAN JUAN DE MIRAFLORES;casa;32012,0;;20850,0;20850,0;;0,176032;0,176032;0,823968;2026-01-27 23:16:43;2026-02-14 14:15:35;17;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,384;SI;0,39;;2026;True;No;No;0,39;0,365;5850,0;5475,0;6000,0;5625,0;0,41500000000000004;0,385;6225,000000000001;5775,0;6375,0;5925,0;True;1,0;D1, D2, D3;D3;No;No;5265,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04723;15000,0;15000,0;20850,0;20850,0;5850,0;5850,0;48;PEN;1,33;Cuota Fija;Moderado Medio;LIMA;VILLA EL SALVADOR;casa;88013,0;;20850,0;20850,0;;0,064026;0,064026;0,935974;2026-01-29 18:06:09;2026-02-18 23:08:23;20;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,346;SI;0,39;;2026;True;No;No;0,39;0,365;5850,0;5475,0;6300,0;5850,000000000004;0,42;0,395;6300,0;5925,0;6750,0;6375,0;True;1,0;D1, D2;Fuera de Rango (FT);No;No;5265,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04722;50000,0;50000,0;63750,0;63750,0;13750,0;13750,0;36;PEN;1,54;Cuota Fija;Medio;LIMA;INDEPENDENCIA;casa;263445,0;;63750,0;63750,0;;0,065402;0,065402;0,934598;2026-01-29 21:04:21;2026-02-18 23:07:17;20;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;True;3,346;SI;0,275;;2026;True;No;No;0,275;0,24500000000000002;13750,000000000002;12250,000000000002;14750,0;13250,000000000007;0,295;0,26;14750,0;13000,0;15750,0;14000,0;True;0,9999999999999999;D1, D2, D3;D3;No;No;12375,000000000002;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04719;75738,74;75738,74;90507,8;90507,8;14769,06;14769,06;48;PEN;1,37;Cuota Fija;Bajo;LIMA;CHORRILLOS;;79515,0;;90507,8;90507,8;;0,307635;0,307635;0,692365;2026-01-30 19:08:07;2026-02-17 14:48:23;17;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,384;SI;0,1950000752587117;;2026;True;No;No;0,2;0,175;15147,748000000001;13254,2795;17419,9102;15526,44170000001;0,215;0,185;16283,8291;14011,6669;18555,99130000001;16283,829100000003;True;0,9750003762935585;D1, D3;D1;No;No;13632,973200000002;;False
CONTRATO CERRADO / DESEMBOLSO;202603;P04838;270000,0;270000,0;272592,0;272592,0;2592,0;2592,0;60;PEN;2,8;Cuota Fija;Moderado Medio;SANTA;NUEVO CHIMBOTE;;414534,0;;272592,0;272592,0;;0,177726;0,177726;0,822274;2026-02-02 13:11:14;2026-03-25 00:42:27;50;CONTRATO CERRADO / DESEMBOLSO;Presencial;Fondos privados;False;3,346;SI;0,0096;;2026;False;No;No;0,1;0,075;27000,0;20250,0;36450,0;29700,0;0,105;0,08;28350,0;21600,0;37800,00000000006;31050,0;False;0,096;Fuera de Rango;Fuera de Rango (No FT);No;No;24300,0;;False
CONTRATO CERRADO / DESEMBOLSO;202602;P04731;24124,59;24124,59;31603,22;31603,22;7478,63;7478,63;72;PEN;1,64;Cuota Fija;Moderado;LIMA;CERCADO;;43530,0;;31603,22;31603,22;;0,196219;0,196219;0,803781;2026-02-04 14:59:46;2026-02-20 14:04:49;15;CONTRATO CERRADO / DESEMBOLSO;Digital;Inversionista P2P;False;3,346;SI;0,3100002943055198;;2026;True;No;No;0,31999999999999995;0,3;7719,868799999999;7237,3769999999995;8322,98355;7719,8688;0,35000000000000003;0,33;8443,606500000002;7961,1147;9046,721249999999;8443,606500000002;True;0,9687509197047495;D1;D1;No;No;6947,88192;;False
